Series ID,Year,Period,Label,Value
LASST410000000000003,2011,M11,2011 Nov,9.3
LASST410000000000003,2011,M12,2011 Dec,9.2
LASST410000000000003,2012,M01,2012 Jan,9.1
LASST410000000000003,2012,M02,2012 Feb,9.0
LASST410000000000003,2012,M03,2012 Mar,9.0
LASST410000000000003,2012,M04,2012 Apr,8.9
LASST410000000000003,2012,M05,2012 May,8.9
LASST410000000000003,2012,M06,2012 Jun,8.9
LASST410000000000003,2012,M07,2012 Jul,8.8
LASST410000000000003,2012,M08,2012 Aug,8.7
LASST410000000000003,2012,M09,2012 Sep,8.7
LASST410000000000003,2012,M10,2012 Oct,8.7
LASST410000000000003,2012,M11,2012 Nov,8.6
LASST410000000000003,2012,M12,2012 Dec,8.6
LASST410000000000003,2013,M01,2013 Jan,8.5
LASST410000000000003,2013,M02,2013 Feb,8.4
LASST410000000000003,2013,M03,2013 Mar,8.3
LASST410000000000003,2013,M04,2013 Apr,8.1
LASST410000000000003,2013,M05,2013 May,8.0
LASST410000000000003,2013,M06,2013 Jun,7.9
LASST410000000000003,2013,M07,2013 Jul,7.8
LASST410000000000003,2013,M08,2013 Aug,7.7
LASST410000000000003,2013,M09,2013 Sep,7.6
LASST410000000000003,2013,M10,2013 Oct,7.5
LASST410000000000003,2013,M11,2013 Nov,7.4
LASST410000000000003,2013,M12,2013 Dec,7.3
LASST410000000000003,2014,M01,2014 Jan,7.3
LASST410000000000003,2014,M02,2014 Feb,7.3
LASST410000000000003,2014,M03,2014 Mar,7.2
LASST410000000000003,2014,M04,2014 Apr,7.1
LASST410000000000003,2014,M05,2014 May,7.0
LASST410000000000003,2014,M06,2014 Jun,6.8
LASST410000000000003,2014,M07,2014 Jul,6.7
LASST410000000000003,2014,M08,2014 Aug,6.6
LASST410000000000003,2014,M09,2014 Sep,6.5
LASST410000000000003,2014,M10,2014 Oct,6.4
LASST410000000000003,2014,M11,2014 Nov,6.2
LASST410000000000003,2014,M12,2014 Dec,6.1
LASST410000000000003,2015,M01,2015 Jan,6.0
LASST410000000000003,2015,M02,2015 Feb,5.9
LASST410000000000003,2015,M03,2015 Mar,5.8
LASST410000000000003,2015,M04,2015 Apr,5.8
LASST410000000000003,2015,M05,2015 May,5.7
LASST410000000000003,2015,M06,2015 Jun,5.7
LASST410000000000003,2015,M07,2015 Jul,5.6
LASST410000000000003,2015,M08,2015 Aug,5.5
LASST410000000000003,2015,M09,2015 Sep,5.4
LASST410000000000003,2015,M10,2015 Oct,5.3
LASST410000000000003,2015,M11,2015 Nov,5.2
LASST410000000000003,2015,M12,2015 Dec,5.1
