Series ID,Year,Period,Label,Value
LASST170000000000003,2013,M08,2013 Aug,9.1
LASST170000000000003,2013,M09,2013 Sep,9.0
LASST170000000000003,2013,M10,2013 Oct,8.8
LASST170000000000003,2013,M11,2013 Nov,8.7
LASST170000000000003,2013,M12,2013 Dec,8.5
LASST170000000000003,2014,M01,2014 Jan,8.3
LASST170000000000003,2014,M02,2014 Feb,8.1
LASST170000000000003,2014,M03,2014 Mar,7.8
LASST170000000000003,2014,M04,2014 Apr,7.6
LASST170000000000003,2014,M05,2014 May,7.3
LASST170000000000003,2014,M06,2014 Jun,7.1
LASST170000000000003,2014,M07,2014 Jul,6.9
LASST170000000000003,2014,M08,2014 Aug,6.7
LASST170000000000003,2014,M09,2014 Sep,6.6
LASST170000000000003,2014,M10,2014 Oct,6.4
LASST170000000000003,2014,M11,2014 Nov,6.3
LASST170000000000003,2014,M12,2014 Dec,6.1
LASST170000000000003,2015,M01,2015 Jan,6.0
LASST170000000000003,2015,M02,2015 Feb,6.0
LASST170000000000003,2015,M03,2015 Mar,6.0
LASST170000000000003,2015,M04,2015 Apr,6.0
LASST170000000000003,2015,M05,2015 May,6.0
LASST170000000000003,2015,M06,2015 Jun,5.9
LASST170000000000003,2015,M07,2015 Jul,5.9
LASST170000000000003,2015,M08,2015 Aug,5.9
LASST170000000000003,2015,M09,2015 Sep,5.9
LASST170000000000003,2015,M10,2015 Oct,5.9
LASST170000000000003,2015,M11,2015 Nov,6.0
LASST170000000000003,2015,M12,2015 Dec,6.0
