Series ID,Year,Period,Label,Value
LASST490000000000003,2009,M07,2009 Jul,7.5
LASST490000000000003,2009,M08,2009 Aug,7.6
LASST490000000000003,2009,M09,2009 Sep,7.6
LASST490000000000003,2009,M10,2009 Oct,7.7
LASST490000000000003,2009,M11,2009 Nov,7.8
LASST490000000000003,2009,M12,2009 Dec,7.8
LASST490000000000003,2010,M01,2010 Jan,7.9
LASST490000000000003,2010,M02,2010 Feb,7.9
LASST490000000000003,2010,M03,2010 Mar,8.0
LASST490000000000003,2010,M04,2010 Apr,8.0
LASST490000000000003,2010,M05,2010 May,7.9
LASST490000000000003,2010,M06,2010 Jun,7.9
LASST490000000000003,2010,M07,2010 Jul,7.9
LASST490000000000003,2010,M08,2010 Aug,7.8
LASST490000000000003,2010,M09,2010 Sep,7.8
LASST490000000000003,2010,M10,2010 Oct,7.7
LASST490000000000003,2010,M11,2010 Nov,7.6
LASST490000000000003,2010,M12,2010 Dec,7.6
LASST490000000000003,2011,M01,2011 Jan,7.5
LASST490000000000003,2011,M02,2011 Feb,7.4
LASST490000000000003,2011,M03,2011 Mar,7.2
LASST490000000000003,2011,M04,2011 Apr,7.1
LASST490000000000003,2011,M05,2011 May,7.0
LASST490000000000003,2011,M06,2011 Jun,6.8
LASST490000000000003,2011,M07,2011 Jul,6.7
LASST490000000000003,2011,M08,2011 Aug,6.5
LASST490000000000003,2011,M09,2011 Sep,6.4
LASST490000000000003,2011,M10,2011 Oct,6.3
LASST490000000000003,2011,M11,2011 Nov,6.1
LASST490000000000003,2011,M12,2011 Dec,6.0
LASST490000000000003,2012,M01,2012 Jan,5.9
LASST490000000000003,2012,M02,2012 Feb,5.8
LASST490000000000003,2012,M03,2012 Mar,5.7
LASST490000000000003,2012,M04,2012 Apr,5.6
LASST490000000000003,2012,M05,2012 May,5.5
LASST490000000000003,2012,M06,2012 Jun,5.4
LASST490000000000003,2012,M07,2012 Jul,5.3
LASST490000000000003,2012,M08,2012 Aug,5.2
LASST490000000000003,2012,M09,2012 Sep,5.2
LASST490000000000003,2012,M10,2012 Oct,5.1
LASST490000000000003,2012,M11,2012 Nov,5.1
LASST490000000000003,2012,M12,2012 Dec,5.0
LASST490000000000003,2013,M01,2013 Jan,5.0
LASST490000000000003,2013,M02,2013 Feb,4.9
LASST490000000000003,2013,M03,2013 Mar,4.8
LASST490000000000003,2013,M04,2013 Apr,4.8
LASST490000000000003,2013,M05,2013 May,4.7
LASST490000000000003,2013,M06,2013 Jun,4.6
LASST490000000000003,2013,M07,2013 Jul,4.6
LASST490000000000003,2013,M08,2013 Aug,4.5
LASST490000000000003,2013,M09,2013 Sep,4.4
LASST490000000000003,2013,M10,2013 Oct,4.3
LASST490000000000003,2013,M11,2013 Nov,4.3
LASST490000000000003,2013,M12,2013 Dec,4.2
LASST490000000000003,2014,M01,2014 Jan,4.1
LASST490000000000003,2014,M02,2014 Feb,4.0
LASST490000000000003,2014,M03,2014 Mar,3.9
LASST490000000000003,2014,M04,2014 Apr,3.8
LASST490000000000003,2014,M05,2014 May,3.8
LASST490000000000003,2014,M06,2014 Jun,3.8
LASST490000000000003,2014,M07,2014 Jul,3.8
LASST490000000000003,2014,M08,2014 Aug,3.8
LASST490000000000003,2014,M09,2014 Sep,3.8
LASST490000000000003,2014,M10,2014 Oct,3.7
LASST490000000000003,2014,M11,2014 Nov,3.7
LASST490000000000003,2014,M12,2014 Dec,3.6
LASST490000000000003,2015,M01,2015 Jan,3.6
LASST490000000000003,2015,M02,2015 Feb,3.6
LASST490000000000003,2015,M03,2015 Mar,3.6
LASST490000000000003,2015,M04,2015 Apr,3.6
LASST490000000000003,2015,M05,2015 May,3.6
LASST490000000000003,2015,M06,2015 Jun,3.6
LASST490000000000003,2015,M07,2015 Jul,3.6
LASST490000000000003,2015,M08,2015 Aug,3.6
LASST490000000000003,2015,M09,2015 Sep,3.6
LASST490000000000003,2015,M10,2015 Oct,3.6
LASST490000000000003,2015,M11,2015 Nov,3.6
LASST490000000000003,2015,M12,2015 Dec,3.6
