Series ID,Year,Period,Label,Value
LASST560000000000003,2011,M08,2011 Aug,5.6
LASST560000000000003,2011,M09,2011 Sep,5.7
LASST560000000000003,2011,M10,2011 Oct,5.7
LASST560000000000003,2011,M11,2011 Nov,5.6
LASST560000000000003,2011,M12,2011 Dec,5.6
LASST560000000000003,2012,M01,2012 Jan,5.5
LASST560000000000003,2012,M02,2012 Feb,5.4
LASST560000000000003,2012,M03,2012 Mar,5.3
LASST560000000000003,2012,M04,2012 Apr,5.3
LASST560000000000003,2012,M05,2012 May,5.3
LASST560000000000003,2012,M06,2012 Jun,5.3
LASST560000000000003,2012,M07,2012 Jul,5.3
LASST560000000000003,2012,M08,2012 Aug,5.4
LASST560000000000003,2012,M09,2012 Sep,5.3
LASST560000000000003,2012,M10,2012 Oct,5.3
LASST560000000000003,2012,M11,2012 Nov,5.2
LASST560000000000003,2012,M12,2012 Dec,5.1
LASST560000000000003,2013,M01,2013 Jan,5.1
LASST560000000000003,2013,M02,2013 Feb,5.0
LASST560000000000003,2013,M03,2013 Mar,4.9
LASST560000000000003,2013,M04,2013 Apr,4.8
LASST560000000000003,2013,M05,2013 May,4.7
LASST560000000000003,2013,M06,2013 Jun,4.7
LASST560000000000003,2013,M07,2013 Jul,4.6
LASST560000000000003,2013,M08,2013 Aug,4.6
LASST560000000000003,2013,M09,2013 Sep,4.6
LASST560000000000003,2013,M10,2013 Oct,4.6
LASST560000000000003,2013,M11,2013 Nov,4.5
LASST560000000000003,2013,M12,2013 Dec,4.5
LASST560000000000003,2014,M01,2014 Jan,4.4
LASST560000000000003,2014,M02,2014 Feb,4.3
LASST560000000000003,2014,M03,2014 Mar,4.2
LASST560000000000003,2014,M04,2014 Apr,4.2
LASST560000000000003,2014,M05,2014 May,4.1
LASST560000000000003,2014,M06,2014 Jun,4.1
LASST560000000000003,2014,M07,2014 Jul,4.1
LASST560000000000003,2014,M08,2014 Aug,4.1
LASST560000000000003,2014,M09,2014 Sep,4.1
LASST560000000000003,2014,M10,2014 Oct,4.1
LASST560000000000003,2014,M11,2014 Nov,4.0
LASST560000000000003,2014,M12,2014 Dec,3.9
LASST560000000000003,2015,M01,2015 Jan,3.9
LASST560000000000003,2015,M02,2015 Feb,4.0
LASST560000000000003,2015,M03,2015 Mar,4.0
LASST560000000000003,2015,M04,2015 Apr,4.2
LASST560000000000003,2015,M05,2015 May,4.3
LASST560000000000003,2015,M06,2015 Jun,4.3
LASST560000000000003,2015,M07,2015 Jul,4.4
LASST560000000000003,2015,M08,2015 Aug,4.4
LASST560000000000003,2015,M09,2015 Sep,4.4
LASST560000000000003,2015,M10,2015 Oct,4.5
LASST560000000000003,2015,M11,2015 Nov,4.6
LASST560000000000003,2015,M12,2015 Dec,4.9
