Series ID,Year,Period,Label,Value
LASST320000000000003,2014,M07,2014 Jul,7.8
LASST320000000000003,2014,M08,2014 Aug,7.7
LASST320000000000003,2014,M09,2014 Sep,7.6
LASST320000000000003,2014,M10,2014 Oct,7.5
LASST320000000000003,2014,M11,2014 Nov,7.4
LASST320000000000003,2014,M12,2014 Dec,7.3
LASST320000000000003,2015,M01,2015 Jan,7.2
LASST320000000000003,2015,M02,2015 Feb,7.1
LASST320000000000003,2015,M03,2015 Mar,7.0
LASST320000000000003,2015,M04,2015 Apr,6.9
LASST320000000000003,2015,M05,2015 May,6.9
LASST320000000000003,2015,M06,2015 Jun,6.8
LASST320000000000003,2015,M07,2015 Jul,6.7
LASST320000000000003,2015,M08,2015 Aug,6.7
LASST320000000000003,2015,M09,2015 Sep,6.6
LASST320000000000003,2015,M10,2015 Oct,6.5
LASST320000000000003,2015,M11,2015 Nov,6.4
LASST320000000000003,2015,M12,2015 Dec,6.3
