Series ID,Year,Period,Label,Value
LASST110000000000003,2010,M09,2010 Sep,9.3
LASST110000000000003,2010,M10,2010 Oct,9.3
LASST110000000000003,2010,M11,2010 Nov,9.4
LASST110000000000003,2010,M12,2010 Dec,9.5
LASST110000000000003,2011,M01,2011 Jan,9.6
LASST110000000000003,2011,M02,2011 Feb,9.8
LASST110000000000003,2011,M03,2011 Mar,10.1
LASST110000000000003,2011,M04,2011 Apr,10.3
LASST110000000000003,2011,M05,2011 May,10.4
LASST110000000000003,2011,M06,2011 Jun,10.5
LASST110000000000003,2011,M07,2011 Jul,10.5
LASST110000000000003,2011,M08,2011 Aug,10.4
LASST110000000000003,2011,M09,2011 Sep,10.3
LASST110000000000003,2011,M10,2011 Oct,10.1
LASST110000000000003,2011,M11,2011 Nov,10.0
LASST110000000000003,2011,M12,2011 Dec,9.9
LASST110000000000003,2012,M01,2012 Jan,9.8
LASST110000000000003,2012,M02,2012 Feb,9.6
LASST110000000000003,2012,M03,2012 Mar,9.4
LASST110000000000003,2012,M04,2012 Apr,9.3
LASST110000000000003,2012,M05,2012 May,9.1
LASST110000000000003,2012,M06,2012 Jun,8.9
LASST110000000000003,2012,M07,2012 Jul,8.8
LASST110000000000003,2012,M08,2012 Aug,8.8
LASST110000000000003,2012,M09,2012 Sep,8.7
LASST110000000000003,2012,M10,2012 Oct,8.7
LASST110000000000003,2012,M11,2012 Nov,8.7
LASST110000000000003,2012,M12,2012 Dec,8.7
LASST110000000000003,2013,M01,2013 Jan,8.7
LASST110000000000003,2013,M02,2013 Feb,8.7
LASST110000000000003,2013,M03,2013 Mar,8.7
LASST110000000000003,2013,M04,2013 Apr,8.6
LASST110000000000003,2013,M05,2013 May,8.6
LASST110000000000003,2013,M06,2013 Jun,8.6
LASST110000000000003,2013,M07,2013 Jul,8.5
LASST110000000000003,2013,M08,2013 Aug,8.5
LASST110000000000003,2013,M09,2013 Sep,8.4
LASST110000000000003,2013,M10,2013 Oct,8.3
LASST110000000000003,2013,M11,2013 Nov,8.2
LASST110000000000003,2013,M12,2013 Dec,8.1
LASST110000000000003,2014,M01,2014 Jan,8.0
LASST110000000000003,2014,M02,2014 Feb,8.0
LASST110000000000003,2014,M03,2014 Mar,7.9
LASST110000000000003,2014,M04,2014 Apr,7.9
LASST110000000000003,2014,M05,2014 May,7.8
LASST110000000000003,2014,M06,2014 Jun,7.8
LASST110000000000003,2014,M07,2014 Jul,7.7
LASST110000000000003,2014,M08,2014 Aug,7.7
LASST110000000000003,2014,M09,2014 Sep,7.7
LASST110000000000003,2014,M10,2014 Oct,7.6
LASST110000000000003,2014,M11,2014 Nov,7.6
LASST110000000000003,2014,M12,2014 Dec,7.5
LASST110000000000003,2015,M01,2015 Jan,7.4
LASST110000000000003,2015,M02,2015 Feb,7.3
LASST110000000000003,2015,M03,2015 Mar,7.2
LASST110000000000003,2015,M04,2015 Apr,7.1
LASST110000000000003,2015,M05,2015 May,7.0
LASST110000000000003,2015,M06,2015 Jun,6.9
LASST110000000000003,2015,M07,2015 Jul,6.8
LASST110000000000003,2015,M08,2015 Aug,6.7
LASST110000000000003,2015,M09,2015 Sep,6.6
LASST110000000000003,2015,M10,2015 Oct,6.6
LASST110000000000003,2015,M11,2015 Nov,6.5
LASST110000000000003,2015,M12,2015 Dec,6.5
