Series ID,Year,Period,Label,Value
LASST160000000000003,2014,M12,2014 Dec,4.5
LASST160000000000003,2015,M01,2015 Jan,4.4
LASST160000000000003,2015,M02,2015 Feb,4.4
LASST160000000000003,2015,M03,2015 Mar,4.4
LASST160000000000003,2015,M04,2015 Apr,4.3
LASST160000000000003,2015,M05,2015 May,4.3
LASST160000000000003,2015,M06,2015 Jun,4.2
LASST160000000000003,2015,M07,2015 Jul,4.2
LASST160000000000003,2015,M08,2015 Aug,4.2
LASST160000000000003,2015,M09,2015 Sep,4.1
LASST160000000000003,2015,M10,2015 Oct,4.1
LASST160000000000003,2015,M11,2015 Nov,4.1
LASST160000000000003,2015,M12,2015 Dec,4.0
