Series ID,Year,Period,Label,Value
LASST310000000000003,2013,M07,2013 Jul,3.8
LASST310000000000003,2013,M08,2013 Aug,3.7
LASST310000000000003,2013,M09,2013 Sep,3.7
LASST310000000000003,2013,M10,2013 Oct,3.6
LASST310000000000003,2013,M11,2013 Nov,3.6
LASST310000000000003,2013,M12,2013 Dec,3.6
LASST310000000000003,2014,M01,2014 Jan,3.5
LASST310000000000003,2014,M02,2014 Feb,3.5
LASST310000000000003,2014,M03,2014 Mar,3.5
LASST310000000000003,2014,M04,2014 Apr,3.4
LASST310000000000003,2014,M05,2014 May,3.4
LASST310000000000003,2014,M06,2014 Jun,3.3
LASST310000000000003,2014,M07,2014 Jul,3.2
LASST310000000000003,2014,M08,2014 Aug,3.2
LASST310000000000003,2014,M09,2014 Sep,3.1
LASST310000000000003,2014,M10,2014 Oct,3.1
LASST310000000000003,2014,M11,2014 Nov,3.0
LASST310000000000003,2014,M12,2014 Dec,3.0
LASST310000000000003,2015,M01,2015 Jan,2.9
LASST310000000000003,2015,M02,2015 Feb,2.9
LASST310000000000003,2015,M03,2015 Mar,2.9
LASST310000000000003,2015,M04,2015 Apr,3.0
LASST310000000000003,2015,M05,2015 May,3.0
LASST310000000000003,2015,M06,2015 Jun,3.0
LASST310000000000003,2015,M07,2015 Jul,3.0
LASST310000000000003,2015,M08,2015 Aug,3.1
LASST310000000000003,2015,M09,2015 Sep,3.1
LASST310000000000003,2015,M10,2015 Oct,3.0
LASST310000000000003,2015,M11,2015 Nov,3.0
LASST310000000000003,2015,M12,2015 Dec,3.0
